event_id,historical_symbol,permno,gvkey,first_trade_local,first_trade_utc,live_case_visible,forensic_case_visible,live_related_security_count,forensic_related_security_count,live_prior_visible_case_count,forensic_prior_visible_case_count,enforcement_public_at,research_use_only
HEJFE-8EAA8616B1750B40,CGNX,75654,16188,2015-05-04 15:09:00,2015-05-04T19:09:00Z,0,1,0,137,0,1,2015-08-11T23:59:59Z,1
HEJFE-EFFA194386ABDD28,IDTI,44506,6003,2015-05-04 15:40:00,2015-05-04T19:40:00Z,0,1,0,137,0,1,2015-08-11T23:59:59Z,1
HEJFE-5D222F0F8E0C77D0,TW,93223,29887,2015-05-04 15:47:00,2015-05-04T19:47:00Z,0,1,0,138,0,1,2015-08-11T23:59:59Z,1
HEJFE-6C4EA140AD75FFE2,THC,52337,7750,2015-05-04 15:48:00,2015-05-04T19:48:00Z,0,1,0,138,0,1,2015-08-11T23:59:59Z,1
HEJFE-977FEBE8CA3CFCB6,MDU,23835,6867,2015-05-04 15:57:00,2015-05-04T19:57:00Z,0,1,0,138,0,1,2015-08-11T23:59:59Z,1
HEJFE-5B6F87699FF5093E,SM,78170,26013,2015-05-05 15:08:00,2015-05-05T19:08:00Z,0,1,0,139,0,1,2015-08-11T23:59:59Z,1
HEJFE-E28050410A1480C6,DYN,90352,25495,2015-05-06 14:24:00,2015-05-06T18:24:00Z,0,1,0,140,0,1,2015-08-11T23:59:59Z,1
HEJFE-5E9AD5C9AD67944D,CSOD,12639,185646,2015-05-06 15:29:00,2015-05-06T19:29:00Z,0,1,0,141,0,1,2015-08-11T23:59:59Z,1
HEJFE-3046057647A0FC5C,BRKR,88504,138483,2015-05-06 15:30:00,2015-05-06T19:30:00Z,0,1,0,142,0,1,2015-08-11T23:59:59Z,1
HEJFE-A3C5C43F6AC75C44,PRU,89258,143356,2015-05-06 15:47:00,2015-05-06T19:47:00Z,0,1,0,143,0,1,2015-08-11T23:59:59Z,1
HEJFE-09EB83905864C50A,ADI,60871,1632,2015-05-19 15:15:00,2015-05-19T19:15:00Z,0,1,0,143,0,1,2015-08-11T23:59:59Z,1
HEJFE-332D5C6DC3ACE6B1,NDSN,57809,7921,2015-05-19 15:35:00,2015-05-19T19:35:00Z,0,1,0,144,0,1,2015-08-11T23:59:59Z,1
HEJFE-D6BA56FA6D57427E,SCVL,79007,27938,2015-05-20 15:17:00,2015-05-20T19:17:00Z,0,1,0,145,0,1,2015-08-11T23:59:59Z,1
