edge_id,src_id,dst_id,edge_type,valid_from,valid_to,observed_at,public_at,source_class,source_reference,adjudication_status,confidence,research_use_only
GE:CASE:HEJFE-30CA515BC590DDA6,CASE:SEC-DUBOVOY-2015,EV:HEJFE-30CA515BC590DDA6,case_contains_event,,,2012-01-24T15:14:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-30CA515BC590DDA6,EV:HEJFE-30CA515BC590DDA6,ISS:GVKEY:9225,event_concerns_issuer,,,2012-01-24T15:14:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-30CA515BC590DDA6,EV:HEJFE-30CA515BC590DDA6,SEC:PERMNO:36003,event_observed_in_security,,,2012-01-24T15:14:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-1783DE88400AF6CC,CASE:SEC-DUBOVOY-2015,EV:HEJFE-1783DE88400AF6CC,case_contains_event,,,2015-02-18T19:54:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-1783DE88400AF6CC,EV:HEJFE-1783DE88400AF6CC,ISS:GVKEY:11506,event_concerns_issuer,,,2015-02-18T19:54:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-1783DE88400AF6CC,EV:HEJFE-1783DE88400AF6CC,SEC:PERMNO:38156,event_observed_in_security,,,2015-02-18T19:54:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-BD3F577ADD90D512,CASE:SEC-DUBOVOY-2015,EV:HEJFE-BD3F577ADD90D512,case_contains_event,,,2013-10-21T19:21:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-BD3F577ADD90D512,EV:HEJFE-BD3F577ADD90D512,ISS:GVKEY:5116,event_concerns_issuer,,,2013-10-21T19:21:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-BD3F577ADD90D512,EV:HEJFE-BD3F577ADD90D512,SEC:PERMNO:38659,event_observed_in_security,,,2013-10-21T19:21:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-263620F13A6443DD,CASE:SEC-DUBOVOY-2015,EV:HEJFE-263620F13A6443DD,case_contains_event,,,2015-04-16T18:39:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-263620F13A6443DD,EV:HEJFE-263620F13A6443DD,ISS:GVKEY:7116,event_concerns_issuer,,,2015-04-16T18:39:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-263620F13A6443DD,EV:HEJFE-263620F13A6443DD,SEC:PERMNO:39538,event_observed_in_security,,,2015-04-16T18:39:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-704E64D64C11C119,CASE:SEC-DUBOVOY-2015,EV:HEJFE-704E64D64C11C119,case_contains_event,,,2012-01-23T19:39:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-704E64D64C11C119,EV:HEJFE-704E64D64C11C119,ISS:GVKEY:7260,event_concerns_issuer,,,2012-01-23T19:39:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-704E64D64C11C119,EV:HEJFE-704E64D64C11C119,SEC:PERMNO:42796,event_observed_in_security,,,2012-01-23T19:39:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-9861757889227DD4,CASE:SEC-DUBOVOY-2015,EV:HEJFE-9861757889227DD4,case_contains_event,,,2015-02-02T19:24:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-9861757889227DD4,EV:HEJFE-9861757889227DD4,ISS:GVKEY:6003,event_concerns_issuer,,,2015-02-02T19:24:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-9861757889227DD4,EV:HEJFE-9861757889227DD4,SEC:PERMNO:44506,event_observed_in_security,,,2015-02-02T19:24:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-EFFA194386ABDD28,CASE:SEC-DUBOVOY-2015,EV:HEJFE-EFFA194386ABDD28,case_contains_event,,,2015-05-04T19:40:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-EFFA194386ABDD28,EV:HEJFE-EFFA194386ABDD28,ISS:GVKEY:6003,event_concerns_issuer,,,2015-05-04T19:40:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-EFFA194386ABDD28,EV:HEJFE-EFFA194386ABDD28,SEC:PERMNO:44506,event_observed_in_security,,,2015-05-04T19:40:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-7E8FA3E5E417B5E7,CASE:SEC-DUBOVOY-2015,EV:HEJFE-7E8FA3E5E417B5E7,case_contains_event,,,2012-01-23T20:31:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-7E8FA3E5E417B5E7,EV:HEJFE-7E8FA3E5E417B5E7,ISS:GVKEY:6097,event_concerns_issuer,,,2012-01-23T20:31:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-7E8FA3E5E417B5E7,EV:HEJFE-7E8FA3E5E417B5E7,SEC:PERMNO:45277,event_observed_in_security,,,2012-01-23T20:31:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-4DEF5FDB3210E91B,CASE:SEC-DUBOVOY-2015,EV:HEJFE-4DEF5FDB3210E91B,case_contains_event,,,2015-01-22T20:41:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-4DEF5FDB3210E91B,EV:HEJFE-4DEF5FDB3210E91B,ISS:GVKEY:1327,event_concerns_issuer,,,2015-01-22T20:41:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-4DEF5FDB3210E91B,EV:HEJFE-4DEF5FDB3210E91B,SEC:PERMNO:45911,event_observed_in_security,,,2015-01-22T20:41:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-9DF82252ED78E41F,CASE:SEC-DUBOVOY-2015,EV:HEJFE-9DF82252ED78E41F,case_contains_event,,,2015-04-29T17:33:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-9DF82252ED78E41F,EV:HEJFE-9DF82252ED78E41F,ISS:GVKEY:2593,event_concerns_issuer,,,2015-04-29T17:33:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-9DF82252ED78E41F,EV:HEJFE-9DF82252ED78E41F,SEC:PERMNO:46690,event_observed_in_security,,,2015-04-29T17:33:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-E25BAF3CFF23A3BE,CASE:SEC-DUBOVOY-2015,EV:HEJFE-E25BAF3CFF23A3BE,case_contains_event,,,2015-01-29T20:27:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-E25BAF3CFF23A3BE,EV:HEJFE-E25BAF3CFF23A3BE,ISS:GVKEY:2044,event_concerns_issuer,,,2015-01-29T20:27:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-E25BAF3CFF23A3BE,EV:HEJFE-E25BAF3CFF23A3BE,SEC:PERMNO:46877,event_observed_in_security,,,2015-01-29T20:27:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-5089F8E69B6BC646,CASE:SEC-DUBOVOY-2015,EV:HEJFE-5089F8E69B6BC646,case_contains_event,,,2013-05-07T19:49:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-5089F8E69B6BC646,EV:HEJFE-5089F8E69B6BC646,ISS:GVKEY:6379,event_concerns_issuer,,,2013-05-07T19:49:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-5089F8E69B6BC646,EV:HEJFE-5089F8E69B6BC646,SEC:PERMNO:47379,event_observed_in_security,,,2013-05-07T19:49:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-66BA40A20548B7E3,CASE:SEC-DUBOVOY-2015,EV:HEJFE-66BA40A20548B7E3,case_contains_event,,,2013-04-24T17:43:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-66BA40A20548B7E3,EV:HEJFE-66BA40A20548B7E3,ISS:GVKEY:6565,event_concerns_issuer,,,2013-04-24T17:43:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-66BA40A20548B7E3,EV:HEJFE-66BA40A20548B7E3,SEC:PERMNO:48486,event_observed_in_security,,,2013-04-24T17:43:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-334BAA0D940A418A,CASE:SEC-DUBOVOY-2015,EV:HEJFE-334BAA0D940A418A,case_contains_event,,,2015-01-28T20:49:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-334BAA0D940A418A,EV:HEJFE-334BAA0D940A418A,ISS:GVKEY:10453,event_concerns_issuer,,,2015-01-28T20:49:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-334BAA0D940A418A,EV:HEJFE-334BAA0D940A418A,SEC:PERMNO:51369,event_observed_in_security,,,2015-01-28T20:49:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-D1D8268651584B6A,CASE:SEC-DUBOVOY-2015,EV:HEJFE-D1D8268651584B6A,case_contains_event,,,2013-04-01T19:38:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-D1D8268651584B6A,EV:HEJFE-D1D8268651584B6A,ISS:GVKEY:7146,event_concerns_issuer,,,2013-04-01T19:38:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-D1D8268651584B6A,EV:HEJFE-D1D8268651584B6A,SEC:PERMNO:52090,event_observed_in_security,,,2013-04-01T19:38:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-0273F1BFCD285E7F,CASE:SEC-DUBOVOY-2015,EV:HEJFE-0273F1BFCD285E7F,case_contains_event,,,2015-02-23T20:57:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-0273F1BFCD285E7F,EV:HEJFE-0273F1BFCD285E7F,ISS:GVKEY:7750,event_concerns_issuer,,,2015-02-23T20:57:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-0273F1BFCD285E7F,EV:HEJFE-0273F1BFCD285E7F,SEC:PERMNO:52337,event_observed_in_security,,,2015-02-23T20:57:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-6C4EA140AD75FFE2,CASE:SEC-DUBOVOY-2015,EV:HEJFE-6C4EA140AD75FFE2,case_contains_event,,,2015-05-04T19:48:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-6C4EA140AD75FFE2,EV:HEJFE-6C4EA140AD75FFE2,ISS:GVKEY:7750,event_concerns_issuer,,,2015-05-04T19:48:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-6C4EA140AD75FFE2,EV:HEJFE-6C4EA140AD75FFE2,SEC:PERMNO:52337,event_observed_in_security,,,2015-05-04T19:48:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-830D52F9F7F1CEEB,CASE:SEC-DUBOVOY-2015,EV:HEJFE-830D52F9F7F1CEEB,case_contains_event,,,2012-01-26T19:51:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-830D52F9F7F1CEEB,EV:HEJFE-830D52F9F7F1CEEB,ISS:GVKEY:7346,event_concerns_issuer,,,2012-01-26T19:51:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-830D52F9F7F1CEEB,EV:HEJFE-830D52F9F7F1CEEB,SEC:PERMNO:53640,event_observed_in_security,,,2012-01-26T19:51:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-EDF80619CED083CB,CASE:SEC-DUBOVOY-2015,EV:HEJFE-EDF80619CED083CB,case_contains_event,,,2015-03-25T19:19:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-EDF80619CED083CB,EV:HEJFE-EDF80619CED083CB,ISS:GVKEY:3362,event_concerns_issuer,,,2015-03-25T19:19:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-EDF80619CED083CB,EV:HEJFE-EDF80619CED083CB,SEC:PERMNO:56274,event_observed_in_security,,,2015-03-25T19:19:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-0BAF70D8CC8F1631,CASE:SEC-DUBOVOY-2015,EV:HEJFE-0BAF70D8CC8F1631,case_contains_event,,,2015-03-19T19:58:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:ISSUER:HEJFE-0BAF70D8CC8F1631,EV:HEJFE-0BAF70D8CC8F1631,ISS:GVKEY:7906,event_concerns_issuer,,,2015-03-19T19:58:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:SECURITY:HEJFE-0BAF70D8CC8F1631,EV:HEJFE-0BAF70D8CC8F1631,SEC:PERMNO:57665,event_observed_in_security,,,2015-03-19T19:58:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
GE:CASE:HEJFE-332D5C6DC3ACE6B1,CASE:SEC-DUBOVOY-2015,EV:HEJFE-332D5C6DC3ACE6B1,case_contains_event,,,2015-05-19T19:35:00Z,2015-08-11T23:59:59Z,adjudicated_public,SEC Press Release 2015-163 / Litigation Release 23319; https://www.sec.gov/newsroom/press-releases/2015-163; vgreg/hacked_earnings_jfe Data/TimeOfFirstTrade.csv; https://github.com/vgreg/hacked_earnings_jfe,charged,0.95,1
